person_id,age,region,monthly_income,num_credit_lines,total_debt,debt_to_income_ratio,credit_utilization,late_payments_12m,account_open_date,default_probability,risk_segment,default_flag,ingestion_date
38312,34,GBA Oeste,695.43,1,232.7,0.3341,0.7618,1,2023-03-15,0.2671,Medio,0,2026-08-25
38313,33,GBA Oeste,1490.92,0,423.75,0.284,0.1945,1,2023-07-20,0.0994,Bajo,0,2026-08-25
38314,45,GBA Sur,1084.59,2,176.39,0.1625,0.1687,0,2017-10-16,0.0638,Bajo,0,2026-08-25
38315,36,CABA,1049.38,4,39.61,0.0377,0.3739,0,2013-03-26,0.0803,Bajo,0,2026-08-25
38316,18,Cordoba,494.95,1,143.24,0.2888,0.4024,1,2017-05-09,0.1597,Medio,0,2026-08-25
38317,35,CABA,655.68,1,338.09,0.5148,0.4943,0,2022-07-26,0.1628,Medio,0,2026-08-25
38318,22,GBA Oeste,472.83,0,140.06,0.2956,0.2105,1,2017-06-27,0.1193,Bajo,0,2026-08-25
38319,27,GBA Oeste,386.63,3,277.14,0.715,0.2684,3,2022-12-04,0.3262,Medio,0,2026-08-25
38320,52,Mendoza,386.77,3,28.37,0.0732,0.2839,0,2016-04-12,0.0774,Bajo,0,2026-08-25
38321,19,Mendoza,2558.04,0,316.61,0.1237,0.1489,2,2020-01-07,0.0946,Bajo,0,2026-08-25
38322,43,Cordoba,726.04,2,1415.41,1.9468,0.5139,2,2020-11-02,0.658,Muy Alto,1,2026-08-25
38323,33,Tucuman,1098.31,2,181.12,0.1648,0.4234,1,2013-07-28,0.1342,Bajo,1,2026-08-25
38324,31,Mendoza,1634.58,3,403.8,0.2469,0.0648,1,2016-01-13,0.076,Bajo,0,2026-08-25
38325,28,GBA Norte,1011.26,3,250.91,0.2479,0.3284,0,2014-03-31,0.0931,Bajo,0,2026-08-25
38326,43,Cordoba,958.67,0,602.26,0.6276,0.4387,2,2009-12-07,0.2755,Medio,0,2026-08-25
38327,45,Tucuman,1186.1,3,185.88,0.1566,0.2563,1,2016-03-02,0.0998,Bajo,0,2026-08-25
38328,19,Tucuman,2512.62,3,560.18,0.2229,0.3676,0,2014-01-14,0.0795,Bajo,0,2026-08-25
38329,53,GBA Sur,1066.6,2,205.99,0.1929,0.4219,1,2014-10-12,0.1357,Bajo,0,2026-08-25
38330,25,CABA,462.55,4,412.44,0.8897,0.1222,2,2019-06-25,0.2394,Medio,0,2026-08-25
38331,44,GBA Sur,624.18,2,191.31,0.306,0.6685,0,2015-08-29,0.174,Medio,0,2026-08-25
38332,25,Mendoza,588.74,1,74.3,0.126,0.2082,2,2016-03-19,0.1347,Bajo,1,2026-08-25
38333,34,Cordoba,879.03,2,204.53,0.2324,0.4047,0,2012-07-14,0.1051,Bajo,0,2026-08-25
38334,24,GBA Oeste,516.59,2,345.7,0.6679,0.2932,3,2022-09-29,0.321,Medio,0,2026-08-25
38335,33,CABA,727.87,5,63.01,0.0864,0.1854,0,2016-08-06,0.0646,Bajo,0,2026-08-25
38336,37,GBA Oeste,903.46,1,382.8,0.4232,0.2791,0,2010-09-18,0.103,Bajo,0,2026-08-25
38337,26,Cordoba,1503.44,2,2162.31,1.4373,0.5161,3,2013-03-29,0.5863,Alto,0,2026-08-25
38338,43,GBA Sur,673.59,1,139.31,0.2065,0.4442,1,2022-09-10,0.1509,Medio,0,2026-08-25
38339,45,GBA Sur,1314.52,5,713.78,0.5426,0.1391,1,2023-01-15,0.1187,Bajo,1,2026-08-25
38340,72,CABA,1228.32,3,784.21,0.6379,0.1099,3,2010-12-05,0.2198,Medio,0,2026-08-25
38341,51,Cordoba,1399.23,1,328.18,0.2344,0.3617,1,2016-12-28,0.1232,Bajo,0,2026-08-25
38342,54,Mendoza,416.11,1,14.8,0.0355,0.3486,0,2018-05-13,0.0824,Bajo,0,2026-08-25
38343,18,GBA Sur,366.26,2,105.01,0.2859,0.3077,0,2022-07-04,0.103,Bajo,0,2026-08-25
38344,18,GBA Sur,417.36,2,126.69,0.3028,0.6845,0,2009-02-08,0.1861,Medio,1,2026-08-25
38345,36,CABA,1832.41,0,1686.66,0.92,0.1261,2,2018-07-18,0.2088,Medio,0,2026-08-25
38346,61,GBA Norte,779.25,2,380.5,0.4877,0.338,1,2017-02-13,0.1621,Medio,0,2026-08-25
38347,69,Mendoza,702.76,3,169.64,0.241,0.2652,1,2013-08-19,0.1149,Bajo,0,2026-08-25
38348,31,Tucuman,896.79,5,661.07,0.7363,0.1868,0,2022-06-07,0.1214,Bajo,0,2026-08-25
38349,32,Santa Fe,2569.92,1,1568.35,0.61,0.2546,1,2023-04-05,0.1303,Bajo,0,2026-08-25
38350,46,GBA Norte,749.74,0,493.61,0.6575,0.3193,2,2019-09-16,0.2459,Medio,0,2026-08-25
38351,37,GBA Norte,719.03,2,325.0,0.4514,0.166,1,2009-09-09,0.1235,Bajo,0,2026-08-25
38352,37,GBA Sur,1524.1,1,625.06,0.4099,0.3091,2,2010-07-15,0.1797,Medio,0,2026-08-25
38353,47,Cordoba,1127.79,1,221.34,0.1961,0.4272,1,2020-01-12,0.1369,Bajo,0,2026-08-25
38354,72,Cordoba,1110.88,1,341.92,0.3075,0.4159,1,2013-12-14,0.1466,Bajo,0,2026-08-25
38355,55,GBA Oeste,856.44,1,494.92,0.5772,0.1873,0,2020-01-01,0.1023,Bajo,0,2026-08-25
38356,62,CABA,1212.45,1,387.68,0.3195,0.3069,2,2009-06-03,0.168,Medio,0,2026-08-25
38357,18,GBA Norte,232.68,2,72.27,0.3093,0.2569,0,2021-07-26,0.0988,Bajo,0,2026-08-25
38358,52,Tucuman,1162.18,1,300.37,0.2582,0.36,2,2017-02-20,0.1745,Medio,0,2026-08-25
38359,28,Mendoza,517.97,2,95.4,0.1838,0.4896,1,2021-11-24,0.1635,Medio,0,2026-08-25
38360,60,Mendoza,2024.45,0,281.19,0.1388,0.2923,0,2018-04-28,0.0663,Bajo,0,2026-08-25
38361,56,GBA Norte,1661.51,2,2922.33,1.7578,0.6053,4,2016-10-07,0.7609,Muy Alto,1,2026-08-25
38362,47,GBA Oeste,1427.21,3,538.37,0.377,0.1866,0,2017-05-20,0.0779,Bajo,0,2026-08-25
38363,31,GBA Oeste,2463.68,4,503.99,0.2045,0.7011,2,2021-02-17,0.2362,Medio,0,2026-08-25
38364,34,GBA Oeste,3443.38,2,1667.91,0.4842,0.1539,0,2012-02-02,0.0629,Bajo,0,2026-08-25
38365,35,CABA,960.24,2,814.19,0.847,0.7259,1,2021-02-18,0.3657,Alto,0,2026-08-25
38366,49,Santa Fe,1036.49,2,2729.8,2.6312,0.1628,4,2013-05-11,0.8058,Muy Alto,1,2026-08-25
38367,44,Cordoba,1386.17,1,168.75,0.1217,0.1558,0,2020-11-26,0.0574,Bajo,0,2026-08-25
38368,57,Santa Fe,1374.23,2,594.75,0.4325,0.6055,1,2023-02-28,0.2129,Medio,0,2026-08-25
38369,59,GBA Norte,435.59,3,863.37,1.9775,0.8542,0,2020-11-27,0.6522,Muy Alto,1,2026-08-25
38370,29,GBA Sur,821.3,2,478.54,0.582,0.5306,1,2018-10-24,0.2374,Medio,0,2026-08-25
38371,45,Santa Fe,676.17,1,78.29,0.1156,0.0571,1,2016-01-22,0.074,Bajo,1,2026-08-25
38372,45,CABA,1202.89,3,690.76,0.5738,0.1825,1,2015-08-28,0.1329,Bajo,0,2026-08-25
38373,38,GBA Norte,1195.89,2,613.67,0.5127,0.1442,0,2021-02-08,0.0868,Bajo,0,2026-08-25
38374,51,Cordoba,1029.58,2,80.14,0.0778,0.4925,0,2021-06-30,0.1003,Bajo,0,2026-08-25
38375,45,CABA,735.65,2,348.71,0.4734,0.4691,0,2016-05-19,0.148,Bajo,0,2026-08-25
38376,33,Santa Fe,738.65,1,135.94,0.1838,0.4918,0,2019-01-22,0.1175,Bajo,0,2026-08-25
38377,38,Santa Fe,2316.44,0,190.24,0.0821,0.3191,0,2021-08-05,0.0641,Bajo,0,2026-08-25
38378,35,CABA,334.42,1,74.74,0.2228,0.3943,2,2022-07-02,0.1993,Medio,0,2026-08-25
38379,31,GBA Oeste,4132.79,2,2102.92,0.5087,0.23,0,2018-07-13,0.0668,Bajo,0,2026-08-25
38380,38,Santa Fe,2353.07,5,431.86,0.1835,0.4546,0,2021-05-11,0.0886,Bajo,0,2026-08-25
38381,24,Cordoba,846.24,1,56.77,0.067,0.5957,1,2016-10-24,0.1659,Medio,0,2026-08-25
38382,45,Cordoba,1341.41,0,152.78,0.1138,0.0902,2,2011-05-04,0.0981,Bajo,0,2026-08-25
38383,56,CABA,996.38,3,495.17,0.4965,0.3217,1,2015-09-22,0.1557,Medio,0,2026-08-25
38384,40,Mendoza,909.3,1,783.25,0.8604,0.5938,4,2014-03-01,0.5693,Alto,0,2026-08-25
38385,51,GBA Oeste,843.85,4,414.18,0.4902,0.4687,1,2013-02-08,0.1971,Medio,0,2026-08-25
38386,41,Santa Fe,731.04,3,82.96,0.1133,0.8292,0,2019-08-31,0.1834,Medio,0,2026-08-25
38387,27,Cordoba,1310.39,1,264.7,0.2019,0.4411,2,2023-01-11,0.1873,Medio,0,2026-08-25
38388,64,CABA,763.39,1,60.91,0.0797,0.485,0,2015-09-20,0.1018,Bajo,0,2026-08-25
38389,18,Mendoza,921.64,1,200.52,0.2173,0.1431,1,2009-03-22,0.0937,Bajo,0,2026-08-25
38390,40,Tucuman,818.46,1,291.42,0.3556,0.1909,1,2014-12-06,0.1153,Bajo,0,2026-08-25
38391,30,CABA,2425.79,0,597.87,0.2464,0.7456,0,2013-05-17,0.1492,Bajo,0,2026-08-25
38392,58,GBA Norte,1699.31,1,528.46,0.3108,0.5555,0,2022-01-25,0.1266,Bajo,1,2026-08-25
38393,42,GBA Sur,713.59,2,402.11,0.5627,0.6441,1,2012-09-24,0.2728,Medio,0,2026-08-25
38394,70,GBA Oeste,1923.71,5,655.12,0.3404,0.1374,0,2009-11-19,0.0632,Bajo,0,2026-08-25
38395,40,Cordoba,1177.36,2,90.24,0.0766,0.7196,1,2013-02-19,0.1905,Medio,0,2026-08-25
38396,30,Cordoba,1610.05,0,1247.32,0.7742,0.3,1,2012-02-24,0.1839,Medio,0,2026-08-25
38397,19,GBA Oeste,1444.22,0,422.9,0.2926,0.4492,2,2019-02-10,0.2034,Medio,0,2026-08-25
38398,53,CABA,576.36,0,192.43,0.3333,0.3151,0,2019-01-30,0.1029,Bajo,1,2026-08-25
38399,29,GBA Oeste,1235.15,1,647.14,0.5235,0.5858,1,2018-04-09,0.2326,Medio,0,2026-08-25
38400,34,GBA Sur,933.67,1,517.76,0.554,0.4157,2,2020-04-05,0.2542,Medio,1,2026-08-25
38401,54,CABA,2512.32,4,1189.31,0.4732,0.6597,2,2019-01-12,0.2723,Medio,0,2026-08-25
38402,52,GBA Norte,698.88,5,766.65,1.0954,0.0834,1,2011-02-06,0.1959,Medio,0,2026-08-25
38403,32,GBA Sur,1339.69,1,2194.26,1.6367,0.0853,3,2014-09-28,0.4529,Alto,1,2026-08-25
38404,34,GBA Norte,552.36,2,253.82,0.4587,0.1823,0,2022-05-25,0.0959,Bajo,1,2026-08-25
38405,18,Santa Fe,2657.08,3,201.61,0.0758,0.3117,0,2012-02-11,0.0611,Bajo,0,2026-08-25
38406,18,GBA Oeste,1197.84,2,1614.49,1.3467,0.3075,1,2020-03-23,0.3159,Medio,1,2026-08-25
38407,49,GBA Norte,814.85,1,336.17,0.412,0.2728,2,2017-07-15,0.1844,Medio,0,2026-08-25
38408,50,GBA Norte,1978.71,1,1651.49,0.8342,0.3739,3,2014-08-06,0.3393,Medio,0,2026-08-25
38409,44,GBA Oeste,2280.03,1,3816.83,1.6733,0.3527,5,2020-08-03,0.7067,Muy Alto,1,2026-08-25
38410,42,GBA Sur,1198.0,3,111.27,0.0928,0.2093,0,2010-10-07,0.0628,Bajo,0,2026-08-25
38411,31,Cordoba,865.62,3,164.18,0.1894,0.6781,0,2022-06-21,0.1555,Medio,0,2026-08-25
38412,57,Cordoba,657.71,4,94.59,0.1436,0.439,2,2020-10-29,0.1873,Medio,0,2026-08-25
38413,18,GBA Norte,541.98,2,34.71,0.0639,0.3802,0,2012-03-19,0.0907,Bajo,0,2026-08-25
38414,34,Cordoba,535.11,3,27.82,0.0519,0.5533,0,2012-10-26,0.117,Bajo,0,2026-08-25
38415,41,Santa Fe,1676.24,2,222.5,0.1327,0.6533,1,2023-03-26,0.1707,Medio,0,2026-08-25
38416,39,CABA,1708.02,5,1150.31,0.6731,0.7219,3,2016-05-08,0.4587,Alto,0,2026-08-25
38417,39,GBA Oeste,600.03,1,191.52,0.3187,0.0804,0,2018-01-28,0.0695,Bajo,0,2026-08-25
38418,33,Santa Fe,1716.24,1,254.78,0.1484,0.4501,0,2013-09-28,0.093,Bajo,0,2026-08-25
38419,46,Santa Fe,877.24,2,164.53,0.1873,0.8557,0,2019-04-15,0.1992,Medio,0,2026-08-25
38420,25,Tucuman,692.83,1,135.45,0.1952,0.804,1,2022-05-07,0.2541,Medio,0,2026-08-25
38421,38,GBA Norte,1206.96,2,94.47,0.0782,0.4723,1,2012-06-09,0.1309,Bajo,0,2026-08-25
38422,45,GBA Sur,964.88,2,157.75,0.1633,0.3497,0,2015-08-16,0.0878,Bajo,0,2026-08-25
38423,36,GBA Oeste,430.99,5,107.45,0.2487,0.3013,1,2019-06-10,0.1307,Bajo,0,2026-08-25
38424,40,CABA,830.39,2,171.46,0.2062,0.4174,0,2017-10-17,0.1047,Bajo,0,2026-08-25
38425,42,GBA Norte,540.18,2,311.43,0.5755,0.1833,0,2017-09-30,0.1072,Bajo,0,2026-08-25
38426,18,Cordoba,370.19,4,167.55,0.4514,0.7927,4,2018-12-13,0.572,Alto,0,2026-08-25
38427,19,Mendoza,650.3,1,233.44,0.3584,0.1665,1,2014-11-14,0.1158,Bajo,0,2026-08-25
38428,41,CABA,939.95,2,199.85,0.2124,0.1823,0,2019-08-16,0.0704,Bajo,0,2026-08-25
38429,32,GBA Norte,505.61,0,591.21,1.167,0.2892,2,2022-04-06,0.3627,Alto,0,2026-08-25
38430,33,Cordoba,978.53,2,576.84,0.5889,0.3837,0,2016-05-09,0.1417,Bajo,0,2026-08-25
38431,46,CABA,1040.93,5,301.71,0.2896,0.1616,0,2015-01-03,0.0722,Bajo,0,2026-08-25
38432,28,GBA Norte,1306.27,3,457.87,0.3502,0.1652,0,2021-05-10,0.0758,Bajo,0,2026-08-25
38433,18,Mendoza,806.84,1,173.34,0.2146,0.4369,0,2021-11-23,0.1114,Bajo,0,2026-08-25
38434,59,Santa Fe,1443.51,4,1001.12,0.693,0.4394,3,2022-12-18,0.347,Medio,0,2026-08-25
38435,54,GBA Sur,1480.54,4,914.35,0.6172,0.2984,1,2015-12-27,0.1584,Medio,1,2026-08-25
38436,54,GBA Norte,553.68,5,44.05,0.0794,0.4643,1,2014-09-14,0.139,Bajo,0,2026-08-25
38437,26,GBA Oeste,2182.59,1,1802.56,0.8255,0.0757,1,2011-01-17,0.128,Bajo,0,2026-08-25
38438,39,GBA Norte,1742.38,3,1812.09,1.0394,0.2415,2,2009-10-29,0.2724,Medio,1,2026-08-25
38439,24,GBA Oeste,795.14,1,251.22,0.3155,0.5418,0,2018-01-30,0.1442,Bajo,0,2026-08-25
38440,39,CABA,634.93,4,144.35,0.227,0.3365,2,2021-07-10,0.1767,Medio,0,2026-08-25
38441,35,GBA Norte,1440.84,3,418.78,0.2904,0.2467,1,2009-02-10,0.1093,Bajo,0,2026-08-25
38442,27,Cordoba,668.52,4,220.06,0.3287,0.7027,1,2010-01-18,0.2477,Medio,0,2026-08-25
38443,46,GBA Oeste,636.33,2,184.78,0.2899,0.3102,1,2009-05-01,0.1331,Bajo,1,2026-08-25
38444,36,GBA Sur,824.27,1,50.38,0.061,0.7122,0,2012-10-21,0.1455,Bajo,0,2026-08-25
38445,60,Mendoza,1806.71,0,979.46,0.5418,0.1833,4,2011-05-22,0.2759,Medio,0,2026-08-25
38446,41,GBA Sur,1963.45,1,429.57,0.2187,0.0602,2,2013-01-30,0.0956,Bajo,0,2026-08-25
38447,18,GBA Norte,2284.7,1,2122.34,0.9285,0.6554,1,2015-06-16,0.3166,Medio,0,2026-08-25
38448,18,Mendoza,794.73,2,50.22,0.0631,0.2586,1,2019-03-11,0.0987,Bajo,0,2026-08-25
38449,65,Tucuman,1017.23,2,358.98,0.3525,0.4325,1,2010-08-10,0.1596,Medio,0,2026-08-25
38450,35,Mendoza,899.76,2,714.89,0.7936,0.396,2,2020-10-15,0.3007,Medio,0,2026-08-25
38451,42,Santa Fe,748.2,1,314.03,0.4192,0.592,0,2020-01-05,0.1697,Medio,0,2026-08-25
38452,40,Tucuman,729.78,2,189.94,0.2599,0.4355,1,2016-08-15,0.1558,Medio,1,2026-08-25
38453,56,GBA Norte,876.03,3,1052.89,1.2005,0.6144,1,2016-05-28,0.4083,Alto,0,2026-08-25
38454,18,CABA,2301.86,3,362.12,0.1573,0.8935,2,2014-11-10,0.3011,Medio,1,2026-08-25
38455,55,Santa Fe,734.3,4,412.33,0.5608,0.5192,1,2010-01-29,0.2273,Medio,0,2026-08-25
38456,55,Mendoza,1153.16,2,290.19,0.2514,0.3724,0,2021-05-23,0.0961,Bajo,0,2026-08-25
38457,40,Tucuman,1306.51,3,128.01,0.0979,0.7578,0,2009-09-30,0.1513,Medio,0,2026-08-25
38458,44,GBA Sur,2703.54,2,288.84,0.1068,0.3785,1,2012-07-17,0.0944,Bajo,0,2026-08-25
38459,35,GBA Sur,1114.85,2,373.68,0.3349,0.0809,0,2013-05-21,0.0661,Bajo,0,2026-08-25
38460,19,Cordoba,788.01,2,124.59,0.1579,0.1892,1,2010-08-28,0.0968,Bajo,0,2026-08-25
38461,46,CABA,663.41,2,95.09,0.1431,0.1451,1,2015-02-25,0.0881,Bajo,0,2026-08-25
38462,42,CABA,672.43,1,585.93,0.8701,0.2232,2,2016-07-01,0.2604,Medio,0,2026-08-25
38463,43,GBA Oeste,996.1,1,177.1,0.1776,0.6044,1,2016-04-01,0.1796,Medio,0,2026-08-25
38464,45,Cordoba,880.81,3,177.42,0.2012,0.8141,0,2009-04-25,0.1899,Medio,0,2026-08-25
38465,32,GBA Oeste,931.15,4,227.26,0.2438,0.5731,0,2012-11-09,0.138,Bajo,0,2026-08-25
38466,57,GBA Norte,1360.78,1,197.17,0.1448,0.2361,0,2009-05-14,0.0668,Bajo,0,2026-08-25
38467,40,Cordoba,737.92,1,382.9,0.5182,0.1695,1,2015-07-09,0.1318,Bajo,0,2026-08-25
38468,46,GBA Norte,1199.42,2,1461.57,1.2175,0.4712,3,2009-06-16,0.5129,Alto,1,2026-08-25
38469,36,GBA Sur,1587.55,1,888.89,0.5596,0.4263,4,2012-05-20,0.3891,Alto,0,2026-08-25
38470,52,GBA Norte,497.63,2,24.98,0.0501,0.3769,0,2019-03-29,0.0868,Bajo,0,2026-08-25
38471,41,CABA,1076.32,1,135.21,0.1255,0.1723,0,2020-07-21,0.0621,Bajo,0,2026-08-25
38472,38,Mendoza,1928.0,2,596.99,0.3095,0.5573,0,2017-08-07,0.1253,Bajo,0,2026-08-25
38473,54,Cordoba,1256.68,2,251.94,0.2003,0.3545,0,2015-08-25,0.0875,Bajo,0,2026-08-25
38474,19,Cordoba,663.11,2,85.45,0.1287,0.701,3,2014-11-23,0.3486,Medio,0,2026-08-25
38475,36,Tucuman,1297.99,0,770.55,0.5932,0.4978,2,2016-11-02,0.2805,Medio,0,2026-08-25
38476,32,CABA,749.62,1,1817.56,2.4214,0.3197,4,2013-12-03,0.8227,Muy Alto,0,2026-08-25
38477,44,GBA Norte,1506.39,1,123.47,0.0819,0.6552,3,2022-07-27,0.2869,Medio,1,2026-08-25
38478,43,GBA Norte,1240.74,4,1256.5,1.0119,0.5307,0,2020-08-11,0.2459,Medio,0,2026-08-25
38479,39,Mendoza,2424.38,2,720.46,0.297,0.4223,2,2017-04-02,0.1714,Medio,0,2026-08-25
38480,31,Cordoba,907.98,5,116.73,0.1284,0.5814,1,2010-11-24,0.1695,Medio,0,2026-08-25
38481,39,GBA Sur,1210.06,4,222.41,0.1836,0.429,0,2009-07-19,0.0992,Bajo,0,2026-08-25
38482,43,GBA Norte,860.73,2,648.47,0.7525,0.0593,1,2018-08-12,0.1362,Bajo,0,2026-08-25
38483,37,Mendoza,1027.43,4,547.17,0.532,0.6339,1,2017-06-19,0.2545,Medio,1,2026-08-25
38484,53,Mendoza,728.95,1,207.59,0.2844,0.348,1,2009-12-19,0.1379,Bajo,0,2026-08-25
38485,47,GBA Oeste,1863.53,3,2248.28,1.2058,0.4844,1,2018-09-11,0.3234,Medio,0,2026-08-25
38486,40,Mendoza,1103.11,0,159.84,0.1448,0.1932,0,2012-05-30,0.0655,Bajo,0,2026-08-25
38487,18,GBA Oeste,916.74,3,253.22,0.2759,0.7621,0,2020-03-23,0.1915,Medio,0,2026-08-25
38488,37,GBA Oeste,1497.15,1,196.56,0.1312,0.2167,1,2021-12-24,0.0881,Bajo,0,2026-08-25
38489,47,GBA Norte,2056.22,1,482.89,0.2347,0.3225,0,2016-03-07,0.0775,Bajo,0,2026-08-25
38490,36,CABA,2880.75,1,1343.62,0.4663,0.4031,0,2022-09-16,0.1007,Bajo,0,2026-08-25
38491,43,GBA Sur,691.1,1,140.93,0.2036,0.1491,0,2017-02-18,0.0682,Bajo,0,2026-08-25
38492,37,GBA Oeste,1354.15,2,254.93,0.1881,0.1781,0,2014-09-24,0.0646,Bajo,0,2026-08-25
38493,42,GBA Oeste,1550.81,1,2146.93,1.3835,0.269,0,2015-05-03,0.2264,Medio,0,2026-08-25
38494,56,Santa Fe,1015.51,1,448.73,0.4414,0.3154,2,2018-07-17,0.1955,Medio,0,2026-08-25
38495,49,GBA Oeste,779.22,1,112.35,0.144,0.0244,2,2020-09-14,0.0976,Bajo,0,2026-08-25
38496,24,Mendoza,1646.58,1,207.02,0.1256,0.0521,2,2018-03-07,0.0912,Bajo,0,2026-08-25
38497,20,CABA,579.72,3,334.42,0.5759,0.1954,3,2023-01-17,0.2627,Medio,0,2026-08-25
38498,45,Cordoba,1215.81,4,607.18,0.499,0.5794,1,2020-11-27,0.2235,Medio,0,2026-08-25
38499,54,GBA Oeste,780.84,2,22.19,0.0284,0.6027,0,2015-01-22,0.1176,Bajo,0,2026-08-25
38500,20,Mendoza,931.96,2,628.52,0.6737,0.2419,0,2009-05-09,0.1253,Bajo,0,2026-08-25
38501,37,GBA Sur,491.9,2,192.63,0.3908,0.4138,0,2014-09-05,0.1306,Bajo,1,2026-08-25
38502,68,Santa Fe,737.79,4,27.0,0.0366,0.5591,2,2017-07-20,0.1991,Medio,1,2026-08-25
38503,36,GBA Sur,436.86,2,39.26,0.0897,0.5829,2,2021-06-26,0.229,Medio,0,2026-08-25
38504,70,Mendoza,3632.26,3,1434.24,0.3948,0.4747,1,2011-12-01,0.1261,Bajo,0,2026-08-25
38505,30,Santa Fe,487.4,3,45.35,0.0928,0.455,0,2011-02-05,0.1051,Bajo,0,2026-08-25
38506,32,Cordoba,1457.95,2,1310.66,0.8984,0.5351,0,2021-06-04,0.2211,Medio,0,2026-08-25
38507,31,GBA Sur,669.39,1,295.19,0.4403,0.4875,1,2011-10-28,0.2011,Medio,1,2026-08-25
38508,24,CABA,298.47,1,131.7,0.4398,0.1498,2,2012-08-05,0.1714,Medio,0,2026-08-25
38509,19,Mendoza,1032.61,4,410.31,0.397,0.2787,1,2020-05-19,0.1364,Bajo,1,2026-08-25
38510,37,Cordoba,3350.4,1,582.47,0.1738,0.536,0,2021-06-18,0.0876,Bajo,0,2026-08-25
38511,41,Cordoba,702.31,2,188.82,0.2685,0.1714,1,2016-10-08,0.1041,Bajo,0,2026-08-25
38512,31,GBA Norte,2318.3,2,1275.12,0.5498,0.4511,1,2021-02-08,0.1719,Medio,0,2026-08-25
38513,34,GBA Norte,2476.95,3,273.7,0.1105,0.5886,1,2009-05-04,0.1377,Bajo,0,2026-08-25
38514,57,Mendoza,682.62,3,356.34,0.5213,0.5212,0,2014-04-24,0.1669,Medio,0,2026-08-25
38515,51,Tucuman,512.01,2,104.96,0.2046,0.7413,0,2018-09-01,0.1782,Medio,0,2026-08-25
38516,36,GBA Norte,680.86,1,165.89,0.2433,0.3643,2,2013-04-26,0.1862,Medio,0,2026-08-25
38517,45,Tucuman,1662.29,3,450.42,0.2708,0.5121,3,2020-12-23,0.272,Medio,0,2026-08-25
38518,20,GBA Sur,336.76,0,236.71,0.7008,0.2616,2,2009-02-08,0.2519,Medio,1,2026-08-25
38519,43,CABA,1254.19,3,399.79,0.3185,0.155,2,2014-05-30,0.1345,Bajo,0,2026-08-25
38520,39,Cordoba,1030.1,3,539.99,0.5237,0.7126,1,2015-08-21,0.2799,Medio,0,2026-08-25
38521,35,GBA Sur,716.61,1,600.25,0.8365,0.5273,1,2022-10-13,0.2925,Medio,0,2026-08-25
38522,40,CABA,792.22,1,2935.28,3.7005,0.1216,1,2013-03-31,0.8206,Muy Alto,1,2026-08-25
38523,38,GBA Norte,902.94,0,187.82,0.2078,0.5885,1,2017-06-07,0.1831,Medio,0,2026-08-25
38524,24,CABA,966.37,5,237.97,0.246,0.4714,3,2018-03-03,0.2769,Medio,0,2026-08-25
38525,60,Cordoba,2215.78,6,490.41,0.2212,0.1527,0,2010-11-04,0.0555,Bajo,0,2026-08-25
38526,51,Mendoza,864.23,1,328.3,0.3794,0.554,0,2022-12-21,0.1511,Medio,0,2026-08-25
38527,35,Tucuman,926.91,0,313.89,0.3383,0.5142,0,2021-02-03,0.1375,Bajo,0,2026-08-25
38528,18,GBA Oeste,1228.19,0,306.74,0.2495,0.2164,0,2016-09-21,0.076,Bajo,0,2026-08-25
38529,18,GBA Sur,549.33,3,355.46,0.6459,0.658,1,2020-01-09,0.3067,Medio,0,2026-08-25
38530,64,GBA Oeste,2195.94,0,218.35,0.0994,0.2696,3,2021-04-14,0.1533,Medio,1,2026-08-25
38531,37,GBA Norte,670.12,1,248.01,0.3695,0.252,1,2022-12-25,0.1315,Bajo,0,2026-08-25
38532,49,GBA Sur,1264.61,4,516.77,0.4083,0.4343,1,2017-10-27,0.1655,Medio,0,2026-08-25
38533,28,Tucuman,829.5,2,300.19,0.3615,0.2052,0,2019-05-17,0.0874,Bajo,0,2026-08-25
38534,36,Mendoza,975.33,3,247.94,0.254,0.466,1,2015-11-13,0.1579,Medio,1,2026-08-25
38535,36,GBA Norte,2521.33,5,2891.85,1.1465,0.4363,1,2018-09-25,0.2734,Medio,1,2026-08-25
38536,42,CABA,1123.17,0,609.72,0.5424,0.5906,2,2009-03-08,0.3077,Medio,0,2026-08-25
38537,41,GBA Norte,727.01,2,69.92,0.096,0.1496,2,2020-10-10,0.1156,Bajo,0,2026-08-25
38538,28,Santa Fe,606.17,3,107.06,0.1763,0.1791,1,2022-02-23,0.0986,Bajo,0,2026-08-25
38539,28,CABA,1735.08,1,663.28,0.3821,0.6742,1,2014-06-16,0.2202,Medio,0,2026-08-25
38540,39,GBA Sur,1210.98,1,236.05,0.1948,0.3362,2,2019-05-10,0.1596,Medio,0,2026-08-25
38541,18,GBA Sur,699.24,2,996.24,1.4227,0.7629,0,2014-10-15,0.4639,Alto,0,2026-08-25
38542,30,GBA Oeste,1611.11,1,318.63,0.1977,0.4059,1,2011-08-28,0.1263,Bajo,1,2026-08-25
38543,38,GBA Sur,677.24,3,223.82,0.33,0.3322,2,2015-05-05,0.1918,Medio,0,2026-08-25
38544,44,CABA,685.0,1,1851.36,2.6988,0.1035,1,2020-10-20,0.5983,Alto,1,2026-08-25
38545,58,CABA,997.67,4,473.56,0.4742,0.2314,4,2014-06-21,0.3037,Medio,0,2026-08-25
